Pathway	Gene	OG_TSG
RB-E2F Targets	DTL	NA
RB-E2F Targets	ATAD2	NA
RB-E2F Targets	MCM7	NA
RB-E2F Targets	MCM2	NA
RB-E2F Targets	CDCA7	NA
RB-E2F Targets	MCM3	NA
RB-E2F Targets	CHEK1	NA
RB-E2F Targets	TIPIN	NA
RB-E2F Targets	WDR76	NA
RB-E2F Targets	POLD3	NA
RB-E2F Targets	PRIM1	NA
RB-E2F Targets	MCM6	NA
RB-E2F Targets	MSH6	NA
RB-E2F Targets	MCM4	NA
RB-E2F Targets	TCF19	NA
RB-E2F Targets	GINS3	NA
RB-E2F Targets	PRR11	NA
RB-E2F Targets	HAUS8	NA
RB-E2F Targets	RFC4	NA
RB-E2F Targets	CHAF1A	NA
RB-E2F Targets	MSH2	NA
RB-E2F Targets	RAD54L	NA
RB-E2F Targets	ARL6IP6	NA
RB-E2F Targets	BRIP1	NA
RB-E2F Targets	MDC1	NA
RB-E2F Targets	CCNE2	NA
RB-E2F Targets	UNG	NA
RB-E2F Targets	BLM	NA
RB-E2F Targets	GINS2	NA
RB-E2F Targets	RAD51	NA
RB-E2F Targets	DCLRE1A	NA
RB-E2F Targets	UHRF1	NA
RB-E2F Targets	KNTC1	NA
RB-E2F Targets	RBL1	NA
RB-E2F Targets	TIMELESS	NA
RB-E2F Targets	CDC45	NA
RB-E2F Targets	DEK	NA
RB-E2F Targets	RIF1	NA
RB-E2F Targets	CDC6	NA
RB-E2F Targets	E2F1	NA
RB-E2F Targets	CLSPN	NA
RB-E2F Targets	CDK2	NA
RB-E2F Targets	POLA2	NA
RB-E2F Targets	CTDSPL2	NA
RB-E2F Targets	DNMT1	NA
RB-E2F Targets	MMS22L	NA
RB-E2F Targets	NOLC1	NA
RB-E2F Targets	SMC3	NA
RB-E2F Targets	TRA2B	NA
RB-E2F Targets	ASF1B	NA
RB-E2F Targets	CDC7	NA
RB-E2F Targets	EZH2	NA
RB-E2F Targets	USP37	NA
RB-E2F Targets	ZNF367	NA
RB-E2F Targets	INTS7	NA
RB-E2F Targets	MTHFD1	NA
RB-E2F Targets	CENPH	NA
RB-E2F Targets	CEP152	NA
RB-E2F Targets	NCAPH2	NA
RB-E2F Targets	NUP155	NA
RB-E2F Targets	POLE	NA
RB-E2F Targets	HAT1	NA
RB-E2F Targets	RNF219	NA
RB-E2F Targets	ATAD5	NA
RB-E2F Targets	BAZ1B	NA
RB-E2F Targets	RQCD1	NA
RB-E2F Targets	KIAA0101	NA
RB-E2F Targets	GMNN	NA
RB-E2F Targets	RRM1	NA
RB-E2F Targets	HNRNPDL	NA
RB-E2F Targets	RFC1	NA
RB-E2F Targets	NUP205	NA
RB-E2F Targets	PRKDC	NA
RB-E2F Targets	CASP2	NA
RB-E2F Targets	CASP8AP2	NA
RB-E2F Targets	HELLS	NA
RB-E2F Targets	KPNB1	NA
RB-E2F Targets	CEP57	NA
RB-E2F Targets	MAZ	NA
RB-E2F Targets	RANBP1	NA
RB-E2F Targets	TMEM194A	NA
RB-E2F Targets	TTI1	NA
RB-E2F Targets	WEE1	NA
RB-E2F Targets	HIST1H4A	NA
RB-E2F Targets	NFIC	NA
RB-E2F Targets	AK2	NA
RB-E2F Targets	CCHCR1	NA
RB-E2F Targets	NOP58	NA
RB-E2F Targets	CDKN2D	NA
RB-E2F Targets	H2AFV	NA
RB-E2F Targets	HIST1H2AH	NA
RB-E2F Targets	MSH5-SAPCD1	NA
RB-E2F Targets	FANCL	NA
RB-E2F Targets	RBBP4	NA
RB-E2F Targets	RTTN	NA
RB-E2F Targets	SRSF10	NA
RB-E2F Targets	MYC	NA
RB-E2F Targets	RIBC2	NA
RB-E2F Targets	SIVA1	NA
RB-E2F Targets	FAM76B	NA
RB-E2F Targets	GPR180	NA
RB-E2F Targets	LRR1	NA
RB-E2F Targets	RAB8A	NA
RB-E2F Targets	SLC3A2	NA
RB-E2F Targets	ZMYND19	NA
RB-E2F Targets	GPR137C	NA
RB-E2F Targets	HNRNPA1	NA
RB-E2F Targets	METTL2B	NA
RB-E2F Targets	MIS12	NA
RB-E2F Targets	NFATC2IP	NA
RB-E2F Targets	PIM1	NA
RB-E2F Targets	SNRPB	NA
RB-E2F Targets	SRSF1	NA
RB-E2F Targets	GABPB2	NA
RB-E2F Targets	STIL	NA
RB-E2F Targets	FBXO5	NA
RB-E2F Targets	ANP32E	NA
RB-E2F Targets	LMNB1	NA
RB-E2F Targets	RFC3	NA
RB-E2F Targets	TICRR	NA
RB-E2F Targets	EXO1	NA
RB-E2F Targets	WDHD1	NA
RB-E2F Targets	E2F8	NA
RB-E2F Targets	BRCA1	NA
RB-E2F Targets	DSN1	NA
RB-E2F Targets	NCAPG	NA
RB-E2F Targets	RAD51AP1	NA
RB-E2F Targets	FANCC	NA
RB-E2F Targets	MCM5	NA
RB-E2F Targets	SLBP	NA
RB-E2F Targets	MCM10	NA
RB-E2F Targets	DBF4	NA
RB-E2F Targets	RMI1	NA
RB-E2F Targets	USP1	NA
RB-E2F Targets	BORA	NA
RB-E2F Targets	DUT	NA
RB-E2F Targets	RFC5	NA
RB-E2F Targets	CENPN	NA
RB-E2F Targets	POLA1	NA
RB-E2F Targets	HMGB2	NA
RB-E2F Targets	RRM2	NA
RB-E2F Targets	CDK1	NA
RB-E2F Targets	CDK5RAP2	NA
RB-E2F Targets	ESCO2	NA
RB-E2F Targets	EXOSC8	NA
RB-E2F Targets	FANCI	NA
RB-E2F Targets	ORC1	NA
RB-E2F Targets	ZGRF1	NA
RB-E2F Targets	ANKRD32	NA
RB-E2F Targets	MYBL2	NA
RB-E2F Targets	PAICS	NA
RB-E2F Targets	STMN1	NA
RB-E2F Targets	RFC2	NA
RB-E2F Targets	CENPU	NA
RB-E2F Targets	FEN1	NA
RB-E2F Targets	DCLRE1B	NA
RB-E2F Targets	TOPBP1	NA
RB-E2F Targets	CENPM	NA
RB-E2F Targets	EXOSC9	NA
RB-E2F Targets	H1FX	NA
RB-E2F Targets	DPYSL2	NA
RB-E2F Targets	EXOSC2	NA
RB-E2F Targets	GINS1	NA
RB-E2F Targets	HNRNPD	NA
RB-E2F Targets	SSRP1	NA
RB-E2F Targets	PASK	NA
RB-E2F Targets	CENPQ	NA
RB-E2F Targets	CBX3	NA
RB-E2F Targets	CEP295	NA
RB-E2F Targets	PSMC3IP	NA
RB-E2F Targets	XRCC2	NA
RB-E2F Targets	DNAJC9	NA
RB-E2F Targets	FAM161A	NA
RB-E2F Targets	SNRPD1	NA
RB-E2F Targets	TFAP4	NA
RB-E2F Targets	CDKN2C	NA
RB-E2F Targets	YEATS4	NA
RB-E2F Targets	TFDP1	NA
RB-E2F Targets	CBX5	NA
RB-E2F Targets	HAUS2	NA
RB-E2F Targets	PDS5A	NA
RB-E2F Targets	PDS5B	NA
RB-E2F Targets	PPAT	NA
RB-E2F Targets	E2F2	NA
RB-E2F Targets	NASP	NA
RB-E2F Targets	CEP192	NA
RB-E2F Targets	ITGB3BP	NA
RB-E2F Targets	NUP62	NA
RB-E2F Targets	CARHSP1	NA
RB-E2F Targets	CMC2	NA
RB-E2F Targets	HLTF	NA
RB-E2F Targets	LIN52	NA
RB-E2F Targets	ORC3	NA
RB-E2F Targets	SLC25A40	NA
RB-E2F Targets	RPA2	NA
RB-E2F Targets	UBR7	NA
RB-E2F Targets	C19orf48	NA
RB-E2F Targets	CHRAC1	NA
RB-E2F Targets	HNRNPA0	NA
RB-E2F Targets	HNRNPA2B1	NA
RB-E2F Targets	HNRNPR	NA
RB-E2F Targets	ILF3	NA
RB-E2F Targets	LRRCC1	NA
RB-E2F Targets	MYO19	NA
RB-E2F Targets	MZT1	NA
RB-E2F Targets	PARP1	NA
RB-E2F Targets	SENP1	NA
RB-E2F Targets	SIN3A	NA
RB-E2F Targets	SKA2	NA
RB-E2F Targets	HIST1H3F	NA
RB-E2F Targets	MEIS2	NA
RB-E2F Targets	NUCKS1	NA
RB-E2F Targets	SLC1A5	NA
RB-E2F Targets	STAG1	NA
RB-E2F Targets	DCAF16	NA
RB-E2F Targets	EMP2	NA
RB-E2F Targets	PHLPP1	NA
RB-E2F Targets	RMI2	NA
RB-E2F Targets	SRSF2	NA
RB-E2F Targets	TYRO3	NA
RB-E2F Targets	CREBZF	NA
RB-E2F Targets	HIST1H2BH	NA
RB-E2F Targets	HAUS5	NA
RB-E2F Targets	LSM6	NA
RB-E2F Targets	MRPL17	NA
RB-E2F Targets	PIGW	NA
RB-E2F Targets	PTGES3	NA
RB-E2F Targets	SNRPA	NA
RB-E2F Targets	TRIM37	NA
RB-E2F Targets	WDYHV1	NA
RB-E2F Targets	YARS	NA
RB-E2F Targets	KLF11	NA
RB-E2F Targets	FBXO4	NA
RB-E2F Targets	GPD2	NA
RB-E2F Targets	HIST1H4I	NA
RB-E2F Targets	NCOA5	NA
RB-E2F Targets	APITD1	NA
RB-E2F Targets	ARRB2	NA
RB-E2F Targets	CAD	NA
RB-E2F Targets	FUS	NA
RB-E2F Targets	HMGN2	NA
RB-E2F Targets	HSPE1	NA
RB-E2F Targets	LOXL3	NA
RB-E2F Targets	RNPS1	NA
RB-E2F Targets	HIST1H2BO	NA
RB-E2F Targets	HNRNPA3	NA
RB-E2F Targets	HSPD1	NA
RB-E2F Targets	SUPT16H	NA
RB-E2F Targets	CNTLN	NA
RB-E2F Targets	DLEU1	NA
RB-E2F Targets	FAM178A	NA
RB-E2F Targets	FOXRED1	NA
RB-E2F Targets	KIF2A	NA
RB-E2F Targets	S100PBP	NA
RB-E2F Targets	TMX1	NA
RB-E2F Targets	TNPO3	NA
RB-E2F Targets	WRN	NA
RB-E2F Targets	HIST1H2AM	NA
RB-E2F Targets	LARP7	NA
RB-E2F Targets	TREX1	NA
RB-E2F Targets	SLC25A36	NA
RB-E2F Targets	PCNA	NA
RB-E2F Targets	E2F7	NA
RB-E2F Targets	BTG1	NA
RB-E2F Targets	BUB1B	NA
RB-E2F Targets	AURKA	NA
RB-E2F Targets	NUF2	NA
RB-E2F Targets	ANLN	NA
RB-E2F Targets	KIF18A	NA
RB-E2F Targets	CEP55	NA
RB-E2F Targets	WHSC1	NA
RB-E2F Targets	MAD2L1	NA
RB-E2F Targets	TMPO	NA
RB-E2F Targets	SMC4	NA
RB-E2F Targets	NUSAP1	NA
RB-E2F Targets	PLK4	NA
RB-E2F Targets	KIF15	NA
RB-E2F Targets	CDCA7L	NA
RB-E2F Targets	NCAPD3	NA
RB-E2F Targets	PHF19	NA
RB-E2F Targets	NCAPG2	NA
RB-E2F Targets	BARD1	NA
RB-E2F Targets	CDT1	NA
RB-E2F Targets	SKP2	NA
RB-E2F Targets	DCK	NA
RB-E2F Targets	ERLIN1	NA
RB-E2F Targets	CHAF1B	NA
RB-E2F Targets	DONSON	NA
RB-E2F Targets	OIP5	NA
RB-E2F Targets	FANCE	NA
RB-E2F Targets	NUP50	NA
RB-E2F Targets	POLE2	NA
RB-E2F Targets	FANCD2	NA
RB-E2F Targets	MND1	NA
RB-E2F Targets	RNASEH2A	NA
RB-E2F Targets	WDR62	NA
RB-E2F Targets	POLD1	NA
RB-E2F Targets	FAM111B	NA
RB-E2F Targets	PAQR4	NA
RB-E2F Targets	H2AFZ	NA
RB-E2F Targets	LIN54	NA
RB-E2F Targets	RFWD3	NA
RB-E2F Targets	TOE1	NA
RB-E2F Targets	FANCG	NA
RB-E2F Targets	BRCA2	NA
RB-E2F Targets	MCM8	NA
RB-E2F Targets	C1orf112	NA
RB-E2F Targets	CENPK	NA
RB-E2F Targets	MCMBP	NA
RB-E2F Targets	MTBP	NA
RB-E2F Targets	NUP85	NA
RB-E2F Targets	TK1	NA
RB-E2F Targets	HIST1H4C	NA
RB-E2F Targets	GLI3	NA
RB-E2F Targets	DDX11	NA
RB-E2F Targets	GMPS	NA
RB-E2F Targets	LIN9	NA
RB-E2F Targets	PPRC1	NA
RB-E2F Targets	ABCE1	NA
RB-E2F Targets	FAM111A	NA
RB-E2F Targets	GART	NA
RB-E2F Targets	KIF24	NA
RB-E2F Targets	RBBP7	NA
RB-E2F Targets	SMC1A	NA
RB-E2F Targets	SRSF7	NA
RB-E2F Targets	NUP98	NA
RB-E2F Targets	RAD1	NA
RB-E2F Targets	DNA2	NA
RB-E2F Targets	FAF1	NA
RB-E2F Targets	NOC3L	NA
RB-E2F Targets	PBX3	NA
RB-E2F Targets	PRIM2	NA
RB-E2F Targets	C1orf174	NA
RB-E2F Targets	CCT5	NA
RB-E2F Targets	HAUS4	NA
RB-E2F Targets	KDELC2	NA
RB-E2F Targets	LCORL	NA
RB-E2F Targets	TAF5	NA
RB-E2F Targets	ATF7IP	NA
RB-E2F Targets	MBOAT1	NA
RB-E2F Targets	MTF2	NA
RB-E2F Targets	UCK2	NA
RB-E2F Targets	CEP78	NA
RB-E2F Targets	COLGALT1	NA
RB-E2F Targets	GNB4	NA
RB-E2F Targets	HAUS1	NA
RB-E2F Targets	HMGB1	NA
RB-E2F Targets	LRRC8C	NA
RB-E2F Targets	MAGOHB	NA
RB-E2F Targets	NUDT21	NA
RB-E2F Targets	PKP4	NA
RB-E2F Targets	SMPD4	NA
RB-E2F Targets	SP4	NA
RB-E2F Targets	SUZ12	NA
RB-E2F Targets	USP39	NA
RB-E2F Targets	AMD1	NA
RB-E2F Targets	GPRC5B	NA
RB-E2F Targets	WHSC1L1	NA
RB-E2F Targets	ZRANB3	NA
RB-E2F Targets	BRIX1	NA
RB-E2F Targets	CBX1	NA
RB-E2F Targets	CDKAL1	NA
RB-E2F Targets	CISD2	NA
RB-E2F Targets	DHX15	NA
RB-E2F Targets	HNRNPAB	NA
RB-E2F Targets	HNRNPU	NA
RB-E2F Targets	IQCC	NA
RB-E2F Targets	NUP107	NA
RB-E2F Targets	PHF13	NA
RB-E2F Targets	QSER1	NA
RB-E2F Targets	SFR1	NA
RB-E2F Targets	SMAD2	NA
RB-E2F Targets	UCHL5	NA
RB-E2F Targets	IVNS1ABP	NA
RB-E2F Targets	NPAT	NA
RB-E2F Targets	RHEB	NA
RB-E2F Targets	AHCTF1	NA
RB-E2F Targets	ATF2	NA
RB-E2F Targets	GTPBP2	NA
RB-E2F Targets	ATAD3A	NA
RB-E2F Targets	BCS1L	NA
RB-E2F Targets	CCDC18	NA
RB-E2F Targets	DDX21	NA
RB-E2F Targets	DIAPH1	NA
RB-E2F Targets	FKBPL	NA
RB-E2F Targets	GATAD2A	NA
RB-E2F Targets	GTPBP3	NA
RB-E2F Targets	HEATR1	NA
RB-E2F Targets	HMGXB4	NA
RB-E2F Targets	IFT80	NA
RB-E2F Targets	NUP188	NA
RB-E2F Targets	POLD2	NA
RB-E2F Targets	SPATA33	NA
RB-E2F Targets	TLE1	NA
RB-E2F Targets	SP1	NA
RB-E2F Targets	ZBTB14	NA
RB-E2F Targets	HIST1H4D	NA
RB-E2F Targets	ASXL1	NA
RB-E2F Targets	CTCF	NA
RB-E2F Targets	DGCR8	NA
RB-E2F Targets	GRPEL2	NA
RB-E2F Targets	HIST1H2AK	NA
RB-E2F Targets	MAP3K5	NA
RB-E2F Targets	SF1	NA
RB-E2F Targets	TMEM138	NA
RB-E2F Targets	ACTL6A	NA
RB-E2F Targets	AZIN1	NA
RB-E2F Targets	BEND3	NA
RB-E2F Targets	CAPRIN1	NA
RB-E2F Targets	CCDC34	NA
RB-E2F Targets	CHCHD3	NA
RB-E2F Targets	CLIC4	NA
RB-E2F Targets	DDX20	NA
RB-E2F Targets	ELP5	NA
RB-E2F Targets	GTDC1	NA
RB-E2F Targets	HMBS	NA
RB-E2F Targets	INO80	NA
RB-E2F Targets	IPO9	NA
RB-E2F Targets	KCMF1	NA
RB-E2F Targets	MUTYH	NA
RB-E2F Targets	NEDD4	NA
RB-E2F Targets	PATL1	NA
RB-E2F Targets	POT1	NA
RB-E2F Targets	ROCK2	NA
RB-E2F Targets	SLMO1	NA
RB-E2F Targets	TCAF1	NA
RB-E2F Targets	TCP1	NA
RB-E2F Targets	TOR1AIP1	NA
RB-E2F Targets	TSR1	NA
RB-E2F Targets	UBE2R2	NA
RB-E2F Targets	XRCC1	NA
RB-E2F Targets	BUB3	NA
RB-E2F Targets	AC004381.6	NA
RB-E2F Targets	MYB	NA
RB-E2F Targets	NAV2	NA
RB-E2F Targets	POU2F1	NA
RB-E2F Targets	RNF4	NA
RB-E2F Targets	ALG10	NA
RB-E2F Targets	DLG1	NA
RB-E2F Targets	EBAG9	NA
RB-E2F Targets	KANK2	NA
RB-E2F Targets	LRIG3	NA
RB-E2F Targets	MRE11A	NA
RB-E2F Targets	OSBPL10	NA
RB-E2F Targets	SPAG9	NA
RB-E2F Targets	SSH2	NA
RB-E2F Targets	ACP1	NA
RB-E2F Targets	AFMID	NA
RB-E2F Targets	ANO6	NA
RB-E2F Targets	ATAD3B	NA
RB-E2F Targets	CLUH	NA
RB-E2F Targets	CNOT1	NA
RB-E2F Targets	CNP	NA
RB-E2F Targets	DCPS	NA
RB-E2F Targets	DDX46	NA
RB-E2F Targets	DDX55	NA
RB-E2F Targets	GGCT	NA
RB-E2F Targets	HACD2	NA
RB-E2F Targets	HSP90AA1	NA
RB-E2F Targets	IGF2BP1	NA
RB-E2F Targets	KAT7	NA
RB-E2F Targets	KMT2A	NA
RB-E2F Targets	KNOP1	NA
RB-E2F Targets	LSM3	NA
RB-E2F Targets	LSM4	NA
RB-E2F Targets	MSH3	NA
RB-E2F Targets	NF2	NA
RB-E2F Targets	NUPL1	NA
RB-E2F Targets	PLSCR1	NA
RB-E2F Targets	R3HDM1	NA
RB-E2F Targets	RMND1	NA
RB-E2F Targets	SAP130	NA
RB-E2F Targets	SF3B3	NA
RB-E2F Targets	SLC20A1	NA
RB-E2F Targets	SMAD1	NA
RB-E2F Targets	SMARCA5	NA
RB-E2F Targets	SMC5	NA
RB-E2F Targets	SPRED1	NA
RB-E2F Targets	TMEM18	NA
RB-E2F Targets	TPR	NA
RB-E2F Targets	TUBG1	NA
RB-E2F Targets	RSBN1	NA
RB-E2F Targets	JADE2	NA
RB-E2F Targets	PCF11	NA
RB-E2F Targets	GK	NA
RB-E2F Targets	MAT2A	NA
RB-E2F Targets	TTLL7	NA
RB-E2F Targets	DCLRE1C	NA
RB-E2F Targets	HIST1H2AG	NA
RB-E2F Targets	PNN	NA
RB-E2F Targets	SSBP2	NA
RB-E2F Targets	UBTF	NA
RB-E2F Targets	INSR	NA
RB-E2F Targets	HSPA8	NA
RB-E2F Targets	JUND	NA
RB-E2F Targets	OARD1	NA
RB-E2F Targets	PPP1CB	NA
RB-E2F Targets	UBE2D3	NA
RB-E2F Targets	RPS6KA5	NA
RB-E2F Targets	KLF5	NA
RB-E2F Targets	TMEM243	NA
RB-E2F Targets	FOSL2	NA
RB-E2F Targets	IGF1R	NA
RB-E2F Targets	PMAIP1	NA
RB-E2F Targets	ZNFX1	NA
LIN37 dependent P53 Targets	CENPI	NA
LIN37 dependent P53 Targets	TROAP	NA
LIN37 dependent P53 Targets	KIF18B	NA
LIN37 dependent P53 Targets	KIF20A	NA
LIN37 dependent P53 Targets	ESCO2	NA
LIN37 dependent P53 Targets	PBK	NA
LIN37 dependent P53 Targets	GTSE1	NA
LIN37 dependent P53 Targets	CDC25C	NA
LIN37 dependent P53 Targets	DLGAP5	NA
LIN37 dependent P53 Targets	SHCBP1	NA
LIN37 dependent P53 Targets	KIF2C	NA
LIN37 dependent P53 Targets	ASPM	NA
LIN37 dependent P53 Targets	RAD51AP1	NA
LIN37 dependent P53 Targets	NEIL3	NA
LIN37 dependent P53 Targets	E2F1	NA
LIN37 dependent P53 Targets	SPC25	NA
LIN37 dependent P53 Targets	CKAP2L	NA
LIN37 dependent P53 Targets	PIF1	NA
LIN37 dependent P53 Targets	ERCC6L	NA
LIN37 dependent P53 Targets	CCNB2	NA
LIN37 dependent P53 Targets	CDCA5	NA
LIN37 dependent P53 Targets	SPC24	NA
LIN37 dependent P53 Targets	ASF1B	NA
LIN37 dependent P53 Targets	SGO1	NA
LIN37 dependent P53 Targets	HJURP	NA
LIN37 dependent P53 Targets	BUB1	NA
LIN37 dependent P53 Targets	TCF19	NA
LIN37 dependent P53 Targets	SKA1	NA
LIN37 dependent P53 Targets	DEPDC1	NA
LIN37 dependent P53 Targets	CCNA2	NA
LIN37 dependent P53 Targets	KIFC1	NA
LIN37 dependent P53 Targets	ANLN	NA
LIN37 dependent P53 Targets	FOXM1	NA
LIN37 dependent P53 Targets	HMMR	NA
LIN37 dependent P53 Targets	EME1	NA
LIN37 dependent P53 Targets	AURKB	NA
LIN37 dependent P53 Targets	PIMREG	NA
LIN37 dependent P53 Targets	BIRC5	NA
LIN37 dependent P53 Targets	CIT	NA
LIN37 dependent P53 Targets	KIF4B	NA
LIN37 dependent P53 Targets	CDK1	NA
LIN37 dependent P53 Targets	HASPIN	NA
LIN37 dependent P53 Targets	PRR11	NA
LIN37 dependent P53 Targets	POLQ	NA
LIN37 dependent P53 Targets	NDC80	NA
LIN37 dependent P53 Targets	SKA3	NA
LIN37 dependent P53 Targets	ZNF367	NA
LIN37 dependent P53 Targets	KIF4A	NA
LIN37 dependent P53 Targets	DTL	NA
LIN37 dependent P53 Targets	RAD51	NA
LIN37 dependent P53 Targets	CDCA8	NA
LIN37 dependent P53 Targets	NCAPH	NA
LIN37 dependent P53 Targets	CDC20	NA
LIN37 dependent P53 Targets	MCM10	NA
LIN37 dependent P53 Targets	UBE2C	NA
LIN37 dependent P53 Targets	MKI67	NA
LIN37 dependent P53 Targets	E2F2	NA
LIN37 dependent P53 Targets	ORC6	NA
LIN37 dependent P53 Targets	CDC45	NA
LIN37 dependent P53 Targets	CEP55	NA
LIN37 dependent P53 Targets	KIF14	NA
LIN37 dependent P53 Targets	ATAD5	NA
LIN37 dependent P53 Targets	DDIAS	NA
LIN37 dependent P53 Targets	TTK	NA
LIN37 dependent P53 Targets	IQGAP3	NA
LIN37 dependent P53 Targets	TK1	NA
LIN37 dependent P53 Targets	NEK2	NA
LIN37 dependent P53 Targets	ZGRF1	NA
LIN37 dependent P53 Targets	KNL1	NA
LIN37 dependent P53 Targets	PKMYT1	NA
LIN37 dependent P53 Targets	TICRR	NA
LIN37 dependent P53 Targets	MYBL1	NA
LIN37 dependent P53 Targets	SGO2	NA
LIN37 dependent P53 Targets	CCNB1	NA
LIN37 dependent P53 Targets	CENPF	NA
LIN37 dependent P53 Targets	BUB1B	NA
LIN37 dependent P53 Targets	BRIP1	NA
LIN37 dependent P53 Targets	BLM	NA
LIN37 dependent P53 Targets	ZWINT	NA
LIN37 dependent P53 Targets	MND1	NA
LIN37 dependent P53 Targets	NUF2	NA
LIN37 dependent P53 Targets	CDCA2	NA
LIN37 dependent P53 Targets	FAM72B	NA
LIN37 dependent P53 Targets	DSCC1	NA
LIN37 dependent P53 Targets	DIAPH3	NA
LIN37 dependent P53 Targets	CENPK	NA
LIN37 dependent P53 Targets	CENPW	NA
LIN37 dependent P53 Targets	PRC1	NA
LIN37 dependent P53 Targets	STIL	NA
LIN37 dependent P53 Targets	CENPM	NA
LIN37 dependent P53 Targets	FAM72D	NA
LIN37 dependent P53 Targets	ARHGAP11A	NA
LIN37 dependent P53 Targets	EXO1	NA
LIN37 dependent P53 Targets	KIF11	NA
LIN37 dependent P53 Targets	RAD54L	NA
LIN37 dependent P53 Targets	FAM72A	NA
LIN37 dependent P53 Targets	CDC6	NA
LIN37 dependent P53 Targets	GINS2	NA
LIN37 dependent P53 Targets	GINS1	NA
LIN37 dependent P53 Targets	TRAIP	NA
LIN37 dependent P53 Targets	TOP2A	NA
LIN37 dependent P53 Targets	PLK4	NA
LIN37 dependent P53 Targets	FANCI	NA
LIN37 dependent P53 Targets	CCDC150	NA
LIN37 dependent P53 Targets	MCM5	NA
LIN37 dependent P53 Targets	XRCC2	NA
LIN37 dependent P53 Targets	AURKA	NA
LIN37 dependent P53 Targets	ARHGAP11B	NA
LIN37 dependent P53 Targets	CENPU	NA
LIN37 dependent P53 Targets	NCAPG	NA
LIN37 dependent P53 Targets	TACC3	NA
LIN37 dependent P53 Targets	C5orf34	NA
LIN37 dependent P53 Targets	KIF20B	NA
LIN37 dependent P53 Targets	MAD2L1	NA
LIN37 dependent P53 Targets	FANCD2	NA
LIN37 dependent P53 Targets	KIF15	NA
LIN37 dependent P53 Targets	GINS4	NA
LIN37 dependent P53 Targets	DBF4B	NA
LIN37 dependent P53 Targets	WDR62	NA
LIN37 dependent P53 Targets	MYBL2	NA
LIN37 dependent P53 Targets	BRCA1	NA
LIN37 dependent P53 Targets	KIF23	NA
LIN37 dependent P53 Targets	NUSAP1	NA
LIN37 dependent P53 Targets	DEPDC1B	NA
LIN37 dependent P53 Targets	NCAPG2	NA
LIN37 dependent P53 Targets	OIP5	NA
LIN37 dependent P53 Targets	KIF24	NA
LIN37 dependent P53 Targets	KIF18A	NA
LIN37 dependent P53 Targets	PLK1	NA
LIN37 dependent P53 Targets	CCDC18	NA
LIN37 dependent P53 Targets	BORA	NA
LIN37 dependent P53 Targets	CDCA3	NA
LIN37 dependent P53 Targets	ESPL1	NA
LIN37 dependent P53 Targets	RFC3	NA
LIN37 dependent P53 Targets	SPAG5	NA
LIN37 dependent P53 Targets	POC1A	NA
LIN37 dependent P53 Targets	TPX2	NA
LIN37 dependent P53 Targets	FEN1	NA
LIN37 dependent P53 Targets	CENPE	NA
LIN37 dependent P53 Targets	NUDT1	NA
LIN37 dependent P53 Targets	C18orf54	NA
LIN37 dependent P53 Targets	NMU	NA
LIN37 dependent P53 Targets	MCM8	NA
LIN37 dependent P53 Targets	SUV39H1	NA
LIN37 dependent P53 Targets	MTBP	NA
LIN37 dependent P53 Targets	CHAF1A	NA
LIN37 dependent P53 Targets	ATAD2	NA
LIN37 dependent P53 Targets	CHTF18	NA
LIN37 dependent P53 Targets	FANCB	NA
LIN37 dependent P53 Targets	MELK	NA
LIN37 dependent P53 Targets	ARHGEF39	NA
LIN37 dependent P53 Targets	SMC4	NA
LIN37 dependent P53 Targets	AUNIP	NA
LIN37 dependent P53 Targets	CENPA	NA
LIN37 dependent P53 Targets	RACGAP1	NA
LIN37 dependent P53 Targets	ORC1	NA
LIN37 dependent P53 Targets	CENPJ	NA
LIN37 dependent P53 Targets	RAD54B	NA
LIN37 dependent P53 Targets	RECQL4	NA
LIN37 dependent P53 Targets	XRCC3	NA
LIN37 dependent P53 Targets	PARPBP	NA
LIN37 dependent P53 Targets	GEN1	NA
LIN37 dependent P53 Targets	KIAA1524	NA
LIN37 dependent P53 Targets	VRK1	NA
LIN37 dependent P53 Targets	E2F8	NA
LIN37 dependent P53 Targets	C1orf112	NA
LIN37 dependent P53 Targets	DSN1	NA
LIN37 dependent P53 Targets	SMC2	NA
LIN37 dependent P53 Targets	ITGB3BP	NA
LIN37 dependent P53 Targets	CENPQ	NA
LIN37 dependent P53 Targets	FANCA	NA
LIN37 dependent P53 Targets	MTFR2	NA
LIN37 dependent P53 Targets	C16orf59	NA
LIN37 dependent P53 Targets	ZNF695	NA
LIN37 dependent P53 Targets	RFC5	NA
LIN37 dependent P53 Targets	FAM83D	NA
LIN37 dependent P53 Targets	CEP152	NA
LIN37 dependent P53 Targets	PSMC3IP	NA
LIN37 dependent P53 Targets	MCM2	NA
LIN37 dependent P53 Targets	POLA2	NA
LIN37 dependent P53 Targets	RNASEH2A	NA
LIN37 dependent P53 Targets	KIF22	NA
LIN37 dependent P53 Targets	CDT1	NA
LIN37 dependent P53 Targets	CENPO	NA
LIN37 dependent P53 Targets	MIS18A	NA
LIN37 dependent P53 Targets	LIN9	NA
LIN37 dependent P53 Targets	ECT2	NA
LIN37 dependent P53 Targets	TONSL	NA
LIN37 dependent P53 Targets	PRIM2	NA
LIN37 dependent P53 Targets	DDX11	NA
